Tax Roll,Property Address,Sale Price,"Time-
adjusted Sale Price",Title Transfer Date,Community,Property,Structure,Total Floor Area (sq.ft),Year Built
859007,430 WINDROW CM SW,"$375,554","$376,500",04/04/2019,Southwinds,Single Family,2 Storey,1982,2018
858936,209 WINDROW CR SW,"$472,610","$473,700",04/09/2019,Southwinds,Single Family,2 Storey,2208,2018
857825,156 WINDFORD ST SW,"$305,000","$302,400",04/09/2019,Southwinds,Townhouse,3 Storey - basementless,1513,2016
858935,205 WINDROW CR SW,"$412,143","$413,100",04/11/2019,Southwinds,Single Family,2 Storey,1982,2018
858939,217 WINDROW CR SW,"$489,807","$491,000",04/12/2019,Southwinds,Single Family,2 Storey,2477,2018
858896,102 WINDROW LI SW,"$391,216","$392,200",04/15/2019,Southwinds,Single Family,2 Storey,1758,2018
856121,31 OSBORNE PA SW,"$469,000","$470,100",04/18/2019,Southwinds,Single Family,2 Storey,2474,2015
858999,414 WINDROW CM SW,"$379,997","$380,900",04/25/2019,Southwinds,Single Family,2 Storey,1679,2018
858997,410 WINDROW CM SW,"$359,990","$360,900",04/25/2019,Southwinds,Single Family,2 Storey,1679,2018
856237,155 WINDFORD GD SW,"$267,500","$265,200",04/25/2019,Southwinds,Townhouse,3 Storey - basementless,1410,2015
858942,226 WINDROW CR SW,"$391,198","$392,100",04/29/2019,Southwinds,Single Family,2 Storey,1758,2018
858941,225 WINDROW CR SW,"$350,000","$343,000",05/01/2019,Southwinds,Single Family,2 Storey,1772,2018
856130,102 OSBORNE RI SW,"$399,500","$391,500",05/01/2019,Southwinds,Single Family,2 Storey,1758,2015
858938,213 WINDROW CR SW,"$520,170","$509,700",05/02/2019,Southwinds,Single Family,2 Storey,2476,2018
858948,249 WINDROW CR SW,"$349,000","$342,000",05/06/2019,Southwinds,Single Family,2 Storey,1679,2018
857371,44 WINDFORD PA SW,"$405,000","$396,900",05/06/2019,Southwinds,Single Family,2 Storey,1758,2016
856169,6 WINDFORD CR SW,"$291,500","$289,800",05/22/2019,Southwinds,Townhouse,2 Storey,1327,2015
858995,406 WINDROW CM SW,"$379,990","$381,300",06/05/2019,Southwinds,Single Family,2 Storey,1816,2018
859015,446 WINDROW CM SW,"$354,312","$355,500",06/10/2019,Southwinds,Single Family,2 Storey,1816,2018
857445,137 WINDFORD PA SW,"$491,000","$492,700",06/24/2019,Southwinds,Single Family,2 Storey,2158,2016
739400,113 STONEGATE PL NW,"$395,000","$377,400",07/04/2016,Stonegate,Single Family,Bilevel,1346,1999
361829,479 STONEGATE WY NW,"$340,000","$324,900",07/05/2016,Stonegate,Duplex,Split Level,1035,2005
361625,128 STONEGATE DR NW,"$375,000","$358,300",07/07/2016,Stonegate,Single Family,2 Storey,1436,2003
361694,600 STONEGATE RD NW,"$385,000","$367,900",07/28/2016,Stonegate,Single Family,2 Storey,1687,2003
736300,220 STONEGATE PL NW,"$497,500","$475,400",07/29/2016,Stonegate,Single Family,Bungalow,1655,2000
738954,76 STONEGATE DR NW,"$312,000","$298,100",07/09/2016,Stonegate,Single Family,Bilevel,972,2001
361805,494 STONEGATE RD NW,"$464,000","$443,400",07/18/2016,Stonegate,Single Family,2 Storey,1992,2003
361703,309 STONEGATE WY NW,"$380,000","$362,400",08/23/2016,Stonegate,Single Family,2 Storey,1377,2002
361873,592 STONEGATE WY NW,"$364,900","$348,000",08/25/2016,Stonegate,Duplex,Bilevel,1221,2006
361896,515 STONEGATE RD NW,"$416,500","$397,200",08/20/2016,Stonegate,Single Family,2 Storey,1618,2004
738801,64 4 STONEGATE DR NW,"$315,000","$285,900",08/16/2016,Stonegate,Condo,Bungalow,1064,1999
738751,77 4 STONEGATE DR NW,"$245,000","$222,400",08/17/2016,Stonegate,Condo,2 Storey,1219,2000
737200,123 STONEGATE PL NW,"$457,500","$436,300",08/10/2016,Stonegate,Single Family,2 Storey,1755,1999
361684,417 STONEGATE RD NW,"$392,500","$374,300",08/27/2016,Stonegate,Single Family,2 Storey,1575,2003
361882,419 STONEGATE RI NW,"$286,500","$273,200",09/29/2016,Stonegate,Duplex,Bilevel,1035,2005
361695,604 STONEGATE RD NW,"$379,900","$362,300",09/13/2016,Stonegate,Single Family,2 Storey,1436,2003
361660,408 STONEGATE RD NW,"$380,000","$366,200",10/11/2016,Stonegate,Single Family,2 Storey,1429,2003
361630,154 STONEGATE DR NW,"$367,000","$349,300",11/17/2016,Stonegate,Single Family,2 Storey,1436,2003
738808,57 4 STONEGATE DR NW,"$240,500","$220,000",11/10/2016,Stonegate,Condo,2 Storey,1219,1999
738618,172 STONEGATE CL NW,"$372,000","$354,000",11/10/2016,Stonegate,Single Family,Bilevel,1084,2000
739036,271 STONEGATE CL NW,"$365,000","$347,400",11/08/2016,Stonegate,Single Family,Bilevel,1084,2001
739043,189 STONEGATE CL NW,"$386,000","$367,400",11/08/2016,Stonegate,Single Family,Bilevel,1208,2002
738918,172 STONEGATE CR NW,"$387,000","$374,100",01/30/2017,Stonegate,Single Family,2 Storey,1606,2002
361767,422 STONEGATE WY NW,"$281,000","$271,600",01/09/2017,Stonegate,Duplex,2 Storey,1154,2004
738917,168 STONEGATE CR NW,"$380,000","$363,100",03/16/2017,Stonegate,Single Family,2 Storey,1678,2001
361647,189 STONEGATE DR NW,"$394,000","$376,500",03/14/2017,Stonegate,Single Family,2 Storey,1530,2003
361763,406 STONEGATE WY NW,"$316,000","$301,900",03/31/2017,Stonegate,Duplex,Bilevel,1035,2002
361831,487 STONEGATE WY NW,"$329,000","$314,400",03/29/2017,Stonegate,Duplex,Split Level,1190,2005
361737,445 STONEGATE WY NW,"$320,000","$305,800",03/07/2017,Stonegate,Duplex,Bilevel,1123,2003
738833,35 4 STONEGATE DR NW,"$237,000","$219,700",04/22/2017,Stonegate,Condo,2 Storey,1219,2001
361681,429 STONEGATE RD NW,"$385,000","$368,400",04/20/2017,Stonegate,Single Family,2 Storey,1436,2003
738830,38 4 STONEGATE DR NW,"$219,000","$203,100",04/06/2017,Stonegate,Condo,2 Storey,1219,2001
738747,81 4 STONEGATE DR NW,"$230,000","$213,300",04/19/2017,Stonegate,Condo,2 Storey,1219,2000
738715,15 33 STONEGATE DR NW,"$255,000","$237,000",05/27/2017,Stonegate,Condo,2 Storey,1323,2001
361713,349 STONEGATE WY NW,"$414,213","$396,400",05/13/2017,Stonegate,Single Family,Bilevel,1157,2002
738732,32 33 STONEGATE DR NW,"$239,000","$222,800",06/28/2017,Stonegate,Condo,2 Storey,1323,2001
738853,22 4 STONEGATE DR NW,"$255,000","$237,700",06/24/2017,Stonegate,Condo,2 Storey,1219,1999
361644,201 STONEGATE DR NW,"$362,000","$346,100",06/05/2017,Stonegate,Single Family,Bilevel,1032,2003
361756,324 STONEGATE WY NW,"$414,500","$396,300",06/02/2017,Stonegate,Single Family,2 Storey,1794,2003
738859,65 4 STONEGATE DR NW,"$265,000","$247,000",06/01/2017,Stonegate,Condo,2 Storey,1219,2000
361776,458 STONEGATE WY NW,"$337,000","$322,200",06/13/2017,Stonegate,Duplex,Bilevel,1158,2003
740000,244 STONEGATE PL NW,"$403,000","$385,300",06/09/2017,Stonegate,Single Family,2 Storey,1589,2000
738666,177 STONEGATE CL NW,"$399,000","$379,400",07/18/2017,Stonegate,Single Family,Bilevel,1084,2002
361892,531 STONEGATE RD NW,"$380,000","$361,300",07/14/2017,Stonegate,Single Family,2 Storey,1610,2004
361721,381 STONEGATE WY NW,"$320,000","$304,100",08/29/2017,Stonegate,Duplex,Bilevel,1123,2002
361710,337 STONEGATE WY NW,"$368,000","$349,700",08/02/2017,Stonegate,Single Family,Bilevel,1084,2002
361686,409 STONEGATE RD NW,"$404,700","$384,600",08/04/2017,Stonegate,Single Family,2 Storey,1687,2004
361715,357 STONEGATE WY NW,"$383,000","$364,000",08/10/2017,Stonegate,Single Family,2 Storey,1579,2003
361738,449 STONEGATE WY NW,"$319,900","$304,800",09/20/2017,Stonegate,Duplex,Bilevel,1123,2003
361883,415 STONEGATE RI NW,"$320,000","$304,900",09/19/2017,Stonegate,Duplex,Split Level,1035,2005
738730,30 33 STONEGATE DR NW,"$244,500","$229,800",09/08/2017,Stonegate,Condo,2 Storey,1323,2001
361730,417 STONEGATE WY NW,"$315,000","$299,700",10/20/2017,Stonegate,Duplex,Split Level,1036,2002
361812,522 STONEGATE RD NW,"$401,500","$381,900",10/10/2017,Stonegate,Single Family,2 Storey,1620,2004
361862,548 STONEGATE WY NW,"$320,000","$304,400",10/14/2017,Stonegate,Duplex,Bilevel,1060,2006
738900,103 STONEGATE PL NW,"$429,000","$408,100",10/24/2017,Stonegate,Single Family,Bilevel,1509,2001
737611,144 STONEGATE CL NW,"$410,000","$392,200",11/25/2017,Stonegate,Single Family,2 Storey,1604,2000
361848,555 STONEGATE WY NW,"$325,000","$310,900",11/30/2017,Stonegate,Duplex,Bilevel,1101,2005
361733,429 STONEGATE WY NW,"$300,000","$287,000",11/24/2017,Stonegate,Duplex,Split Level,1023,2002
361642,204 STONEGATE DR NW,"$338,000","$323,300",11/09/2017,Stonegate,Single Family,Bilevel,1032,2003
739042,219 STONEGATE CL NW,"$391,000","$374,000",11/01/2017,Stonegate,Single Family,Bilevel,1173,2001
738718,18 33 STONEGATE DR NW,"$320,000","$302,400",11/14/2017,Stonegate,Condo,Bungalow,1119,2001
738804,61 4 STONEGATE DR NW,"$248,000","$235,000",12/08/2017,Stonegate,Condo,Bungalow,1064,1999
738819,46 4 STONEGATE DR NW,"$209,900","$198,900",12/13/2017,Stonegate,Condo,2 Storey,1218,1999
361868,572 STONEGATE WY NW,"$290,000","$279,600",01/04/2018,Stonegate,Duplex,Split Level,1035,2006
734900,44 STONEGATE DR NW,"$326,500","$314,800",01/12/2018,Stonegate,Single Family,2 Storey,1349,1999
738853,22 4 STONEGATE DR NW,"$256,000","$244,600",03/09/2018,Stonegate,Condo,2 Storey,1219,1999
361683,421 STONEGATE RD NW,"$375,000","$358,300",03/12/2018,Stonegate,Single Family,2 Storey,1604,2003
738963,72 STONEGATE DR NW,"$370,000","$353,500",03/22/2018,Stonegate,Single Family,Bilevel,1054,2001
737600,135 STONEGATE PL NW,"$405,000","$389,700",04/27/2018,Stonegate,Single Family,Bilevel,1254,1999
736400,216 STONEGATE PL NW,"$460,100","$442,700",04/17/2018,Stonegate,Single Family,2 Storey,1929,1999
361652,169 STONEGATE DR NW,"$380,000","$364,000",05/16/2018,Stonegate,Single Family,2 Storey,1605,2003
738841,21 4 STONEGATE DR NW,"$237,000","$227,700",05/25/2018,Stonegate,Condo,2 Storey,1219,1999
735900,236 STONEGATE PL NW,"$405,000","$391,500",06/20/2018,Stonegate,Single Family,Bungalow,1409,1999
738610,140 STONEGATE CL NW,"$346,900","$335,300",06/15/2018,Stonegate,Single Family,Bilevel,1084,2001
738925,200 STONEGATE CR NW,"$392,500","$379,400",06/25/2018,Stonegate,Single Family,2 Storey,1889,1999
738731,31 33 STONEGATE DR NW,"$265,000","$255,400",06/14/2018,Stonegate,Condo,2 Storey,1323,2001
738744,84 4 STONEGATE DR NW,"$249,000","$240,600",07/09/2018,Stonegate,Condo,Bungalow,1064,2000
738939,119 STONEGATE CR NW,"$388,500","$377,200",08/01/2018,Stonegate,Single Family,Bilevel,1257,2001
361856,587 STONEGATE WY NW,"$320,000","$310,700",08/07/2018,Stonegate,Duplex,Bilevel,1123,2004
361636,180 STONEGATE DR NW,"$355,000","$344,700",08/10/2018,Stonegate,Single Family,Bilevel,1032,2003
738665,181 STONEGATE CL NW,"$389,000","$377,700",08/22/2018,Stonegate,Single Family,2 Storey,1429,2001
361635,176 STONEGATE DR NW,"$348,000","$337,900",08/28/2018,Stonegate,Single Family,Bilevel,1047,2003
361681,429 STONEGATE RD NW,"$360,000","$345,700",09/17/2018,Stonegate,Single Family,2 Storey,1436,2003
738945,193 STONEGATE CR NW,"$362,925","$348,500",09/26/2018,Stonegate,Single Family,Bilevel,1157,2001
738801,64 4 STONEGATE DR NW,"$320,000","$311,000",09/28/2018,Stonegate,Condo,Bungalow,1064,1999
738200,147 STONEGATE PL NW,"$397,500","$386,900",11/16/2018,Stonegate,Single Family,Bilevel,1184,1999
361841,527 STONEGATE WY NW,"$309,000","$300,800",11/06/2018,Stonegate,Duplex,Split Level,1035,2005
361825,574 STONEGATE RD NW,"$401,000","$398,200",01/02/2019,Stonegate,Single Family,2 Storey,1856,2004
361682,425 STONEGATE RD NW,"$385,000","$381,500",02/15/2019,Stonegate,Single Family,2 Storey,1935,2003
738912,148 STONEGATE CR NW,"$480,000","$482,200",03/18/2019,Stonegate,Single Family,2 Storey,1975,2000
361885,407 STONEGATE RI NW,"$295,500","$296,800",03/19/2019,Stonegate,Duplex,Split Level,1035,2005
738702,2 33 STONEGATE DR NW,"$253,000","$250,800",04/23/2019,Stonegate,Condo,Bilevel,1092,2001
737200,123 STONEGATE PL NW,"$393,000","$385,100",05/03/2019,Stonegate,Single Family,2 Storey,1755,1999
738713,13 33 STONEGATE DR NW,"$235,000","$233,600",05/29/2019,Stonegate,Condo,2 Storey,1323,2001
361685,413 STONEGATE RD NW,"$360,000","$361,200",06/13/2019,Stonegate,Single Family,2 Storey,1609,2003
738709,9 33 STONEGATE DR NW,"$265,000","$264,200",06/26/2019,Stonegate,Condo,Split Level,990,2000
738603,112 STONEGATE CL NW,"$420,000","$421,400",06/26/2019,Stonegate,Single Family,2 Storey,1566,2001
738716,16 33 STONEGATE DR NW,"$229,500","$228,800",06/28/2019,Stonegate,Condo,2 Storey,1323,2001
185100,88 SUMMERFIELD CL SW,"$317,000","$302,900",07/14/2016,Summerhill,Single Family,Bungalow,1123,1980
5100,1927 SUMMERFIELD BV SE,"$345,000","$329,000",08/16/2016,Summerhill,Single Family,Bilevel,881,1980
345400,28 SUMMERFIELD RD SE,"$375,000","$357,600",09/30/2016,Summerhill,Single Family,Split Level,1124,1979
8700,206 SUMMERWOOD PL SE,"$337,500","$321,800",09/01/2016,Summerhill,Single Family,Bungalow,1088,1978
320400,71 SUMMERFIELD RD SE,"$365,000","$348,100",09/06/2016,Summerhill,Single Family,Bilevel,1063,1981
117400,62 SANDSTONE CR SE,"$319,550","$308,000",10/13/2016,Summerhill,Single Family,Bungalow,938,1981
38400,67 SUMMERWOOD RD SE,"$311,000","$296,000",11/02/2016,Summerhill,Single Family,Bungalow,1047,1979
371400,67 SANDSTONE CR SE,"$303,500","$288,800",11/23/2016,Summerhill,Single Family,Bungalow,944,1980
362700,250 SUMMERWOOD PL SE,"$265,000","$252,200",11/18/2016,Summerhill,Duplex,2 Storey,1194,1978
72600,2105 SUMMERFIELD BV SE,"$375,000","$359,000",12/12/2016,Summerhill,Single Family,Bungalow,1108,1979
415600,70 SPRINGWOOD CR SE,"$325,000","$311,200",12/15/2016,Summerhill,Single Family,Bilevel,998,1980
362000,1919 SUMMERFIELD BV SE,"$322,500","$308,100",02/13/2017,Summerhill,Single Family,Bilevel,885,1980
87000,53 SUMMERWOOD RD SE,"$258,000","$246,500",02/24/2017,Summerhill,Duplex,2 Storey,1209,1979
88700,4 SUMMERFIELD CL SW,"$306,000","$292,400",02/17/2017,Summerhill,Single Family,Bilevel,1140,1979
139300,30 SYLVAN PL SE,"$371,000","$354,500",02/01/2017,Summerhill,Single Family,Bungalow,1131,1981
324700,38 SPRINGWOOD CR SE,"$325,000","$310,500",03/29/2017,Summerhill,Single Family,Bungalow,935,1980
44300,458 SUMMERWOOD PL SE,"$372,500","$356,500",05/06/2017,Summerhill,Single Family,Bungalow,1094,1979
369600,2129 SUMMERFIELD BV SE,"$312,500","$299,100",05/16/2017,Summerhill,Single Family,2 Storey,1336,1979
216400,50 SOUTHCREEK PL SE,"$321,000","$306,900",06/28/2017,Summerhill,Single Family,Bungalow,935,1980
151700,77 SUMMERFIELD RD SE,"$305,000","$291,600",06/06/2017,Summerhill,Single Family,2 Storey,1211,1980
176300,12 SUMMERFIELD CL SW,"$303,000","$289,700",06/12/2017,Summerhill,Single Family,Bungalow,1093,1980
419900,19 SUMMERFIELD CL SW,"$311,000","$295,700",07/26/2017,Summerhill,Single Family,Bungalow,1037,1979
6200,136 SUMMERFIELD CL SW,"$336,000","$319,500",07/26/2017,Summerhill,Single Family,2 Storey,1299,1979
338700,18 SOUTHCREEK PL SE,"$340,000","$323,300",07/05/2017,Summerhill,Single Family,Split Level,1286,1980
315500,2170 SUMMERFIELD BV SE,"$305,900","$290,900",07/18/2017,Summerhill,Single Family,Bungalow,1112,1978
375200,1750 SUMMERFIELD BV SE,"$360,000","$342,100",08/31/2017,Summerhill,Single Family,2 Storey,1464,1980
164700,35 SUMMERFIELD CL SW,"$321,500","$305,500",08/23/2017,Summerhill,Single Family,Bilevel,948,1979
418800,2158 SUMMERFIELD BV SE,"$324,000","$309,900",11/03/2017,Summerhill,Single Family,2 Storey,1363,1979
4100,1907 SUMMERFIELD BV SE,"$351,500","$336,200",11/15/2017,Summerhill,Single Family,Bilevel,885,1980
121600,442 SUMMERWOOD PL SE,"$301,000","$291,200",12/06/2017,Summerhill,Duplex,Bungalow,1057,1980
346200,103 SUMMERFIELD RD SE,"$338,000","$327,000",12/07/2017,Summerhill,Single Family,Split Level,1190,1979
389700,26 SUNDANCE PL SE,"$420,000","$406,400",12/21/2017,Summerhill,Single Family,Split Level,1347,1981
101800,154 SANDSTONE CR SE,"$300,000","$289,300",01/22/2018,Summerhill,Single Family,Bungalow,1076,1980
261900,11 SPRUCEGROVE CR SE,"$372,500","$362,400",02/28/2018,Summerhill,Single Family,Bilevel,1037,1981
107000,521 SUMMERWOOD PL SE,"$305,000","$291,400",03/02/2018,Summerhill,Single Family,Bungalow,1072,1979
269600,228 SUMMERWOOD PL SE,"$297,000","$285,800",04/18/2018,Summerhill,Duplex,2 Storey,1193,1980
381300,47 SUMMERFIELD RD SE,"$350,000","$338,300",06/15/2018,Summerhill,Single Family,Bungalow,1136,1979
86600,75 SUMMERWOOD RD SE,"$368,000","$357,300",08/14/2018,Summerhill,Single Family,Bungalow,1020,1979
101400,86 SPRINGWOOD CR SE,"$316,900","$307,700",08/22/2018,Summerhill,Single Family,Bungalow,975,1980
326100,48 SUMMERFIELD CL SW,"$389,900","$378,600",08/22/2018,Summerhill,Single Family,Bungalow,1315,1980
103900,134 SANDSTONE CR SE,"$250,000","$242,800",08/28/2018,Summerhill,Single Family,2 Storey,1358,1980
375200,1750 SUMMERFIELD BV SE,"$340,500","$327,000",09/11/2018,Summerhill,Single Family,2 Storey,1464,1980
303600,115 SUMMERWOOD PL SE,"$284,000","$272,700",09/13/2018,Summerhill,Duplex,2 Storey,1318,1980
134700,305 SUMMERWOOD PL SE,"$274,500","$263,600",09/19/2018,Summerhill,Single Family,Bilevel,934,1979
135400,79 SUMMERWOOD RD SE,"$325,000","$312,100",09/25/2018,Summerhill,Single Family,Bilevel,898,1979
301700,112 SUMMERFIELD CL SW,"$315,500","$303,000",09/26/2018,Summerhill,Single Family,2 Storey,1305,1979
58000,46 SUNNYSIDE PL SE,"$344,000","$340,200",10/12/2018,Summerhill,Single Family,Bungalow,975,1980
275000,146 SANDSTONE CR SE,"$302,500","$299,200",10/25/2018,Summerhill,Single Family,Bungalow,1076,1980
150300,17 SUMMERFIELD RD SE,"$244,000","$241,300",10/19/2018,Summerhill,Duplex,2 Storey,1187,1978
71700,1826 SUMMERFIELD BV SE,"$342,000","$332,900",11/09/2018,Summerhill,Single Family,2 Storey,1358,1980
80700,18 SANDSTONE CR SE,"$317,000","$308,600",11/30/2018,Summerhill,Single Family,Bungalow,975,1980
240600,1718 SUMMERFIELD BV SE,"$311,000","$302,700",11/01/2018,Summerhill,Single Family,Bilevel,885,1980
39900,89 SUMMERFIELD CL SW,"$291,500","$289,500",01/18/2019,Summerhill,Single Family,Bungalow,1073,1979
416500,60 SUMMERFIELD CL SW,"$302,000","$303,400",03/01/2019,Summerhill,Single Family,Bungalow,1037,1980
4000,116 SUMMERFIELD CL SW,"$315,000","$316,400",03/19/2019,Summerhill,Single Family,Split Level,1149,1979
430700,66 SOUTHCREEK PL SE,"$337,500","$339,000",03/21/2019,Summerhill,Single Family,Bungalow,1068,1981
440500,301 SUMMERWOOD PL SE,"$365,000","$365,900",04/01/2019,Summerhill,Single Family,Bungalow,1144,1978
535700,48 SUNRIDGE PL NW,"$349,000","$331,800",07/27/2017,Sunridge,Single Family,Bilevel,1076,1994
490200,115 SUNRIDGE CR NW,"$365,000","$346,900",08/14/2017,Sunridge,Single Family,Bilevel,1100,1997
536000,60 SUNRIDGE PL NW,"$370,500","$358,500",12/08/2017,Sunridge,Single Family,Bilevel,1061,1995
485700,124 SUNRIDGE CR NW,"$313,000","$301,200",04/13/2018,Sunridge,Single Family,Bilevel,998,1993
535600,44 SUNRIDGE PL NW,"$318,000","$304,600",05/30/2018,Sunridge,Single Family,Bilevel,1078,1994
536200,68 SUNRIDGE PL NW,"$318,900","$305,500",05/05/2018,Sunridge,Single Family,Bilevel,1010,1994
537100,104 SUNRIDGE PL NW,"$388,500","$384,200",12/13/2018,Sunridge,Single Family,2 Storey,1678,1994
752000,18 THORNLEIGH WY SE,"$415,000","$396,500",07/07/2016,Thornburn,Single Family,2 Storey,1425,2000
108100,72 TAYLOR WY SE,"$345,000","$329,600",07/13/2016,Thornburn,Single Family,Bungalow,1270,1981
808400,23 THORNBIRD WY SE,"$380,000","$363,100",07/14/2016,Thornburn,Single Family,2 Storey,1612,1998
127600,1216 THORBURN DR SE,"$370,000","$352,800",08/17/2016,Thornburn,Single Family,2 Storey,1621,1991
841045,42 TANNER CL SE,"$435,000","$414,800",08/05/2016,Thornburn,Single Family,2 Storey,1791,2006
373708,186 THORNLEIGH CL SE,"$515,000","$491,100",09/15/2016,Thornburn,Single Family,2 Storey,2280,2003
806700,1516 THORNBIRD RD SE,"$445,000","$424,400",09/23/2016,Thornburn,Single Family,2 Storey,1906,1998
841039,30 TANNER CL SE,"$465,000","$443,400",09/13/2016,Thornburn,Single Family,Bungalow,1475,2006
475900,95 TIPPING CL SE,"$463,000","$440,600",11/16/2016,Thornburn,Single Family,2 Storey,1861,1992
373809,108 THORNFIELD CL SE,"$520,000","$494,900",11/28/2016,Thornburn,Single Family,2 Storey,2146,2005
373712,169 THORNLEIGH CL SE,"$491,000","$467,300",11/29/2016,Thornburn,Single Family,2 Storey,2001,2004
752600,6 THORNLEIGH WY SE,"$492,500","$468,700",11/22/2016,Thornburn,Single Family,2 Storey,2099,1999
151400,303 TANNER DR SE,"$364,500","$346,900",11/24/2016,Thornburn,Single Family,Bilevel,986,1981
202438,1717 THORBURN DR SE,"$443,000","$424,100",12/06/2016,Thornburn,Single Family,Bilevel,1341,2003
202332,533 TANNER DR SE,"$422,500","$404,500",12/01/2016,Thornburn,Single Family,Bilevel,1320,2002
808600,15 THORNBIRD WY SE,"$430,000","$410,900",02/01/2017,Thornburn,Single Family,Bilevel,1160,1998
750800,42 THORNLEIGH WY SE,"$438,000","$418,500",03/14/2017,Thornburn,Single Family,2 Storey,1954,1999
752346,67 THORNBIRD WY SE,"$469,500","$449,300",04/20/2017,Thornburn,Single Family,2 Storey,1599,2001
373704,202 THORNLEIGH CL SE,"$392,500","$375,600",04/07/2017,Thornburn,Single Family,Bilevel,1335,2004
805600,1415 THORBURN DR SE,"$433,500","$414,900",05/19/2017,Thornburn,Single Family,2 Storey,1884,1998
458200,6 TIPPING CL SE,"$407,000","$389,500",05/30/2017,Thornburn,Single Family,Bilevel,1414,1995
202301,546 TANNER DR SE,"$422,500","$404,300",05/26/2017,Thornburn,Single Family,Bilevel,1172,2002
202453,1734 THORBURN DR SE,"$442,000","$423,000",05/10/2017,Thornburn,Single Family,Bungalow,1462,2003
373722,209 THORNLEIGH CL SE,"$458,000","$438,300",05/05/2017,Thornburn,Single Family,Bilevel,1418,2004
478500,10 TIPPING CL SE,"$463,000","$442,600",06/14/2017,Thornburn,Single Family,2 Storey,2495,1992
202449,1718 THORBURN DR SE,"$433,000","$413,900",06/15/2017,Thornburn,Single Family,2 Storey,1609,2002
373743,569 TANNER DR SE,"$424,000","$405,300",06/27/2017,Thornburn,Single Family,2 Storey,1665,2004
752307,1880 THORNBIRD RD SE,"$467,500","$446,900",06/12/2017,Thornburn,Single Family,2 Storey,2060,2001
25900,223 TANNER DR SE,"$345,500","$330,300",06/10/2017,Thornburn,Single Family,Split Level,893,1981
841077,130 TANNER CL SE,"$592,500","$563,300",07/19/2017,Thornburn,Single Family,Bungalow,1749,2006
841062,97 TANNER CL SE,"$480,000","$456,400",07/11/2017,Thornburn,Single Family,2 Storey,1828,2005
241500,43 TAYLOR WY SE,"$390,000","$370,800",07/14/2017,Thornburn,Single Family,Bungalow,1299,1985
841035,21 TANNER CL SE,"$640,000","$608,200",08/17/2017,Thornburn,Single Family,2 Storey,2482,2005
456300,1103 THORBURN DR SE,"$373,000","$354,500",08/22/2017,Thornburn,Single Family,Split Level,1187,1993
752312,71 THORNBIRD WY SE,"$415,000","$394,400",08/29/2017,Thornburn,Single Family,2 Storey,1595,2001
844353,106 THORNFIELD PL SE,"$505,000","$479,900",08/29/2017,Thornburn,Single Family,2 Storey,1844,2007
126200,1236 THORBURN DR SE,"$406,000","$385,800",08/01/2017,Thornburn,Single Family,Bungalow,1504,1991
804400,12 THORNBIRD WY SE,"$411,250","$390,800",08/03/2017,Thornburn,Single Family,2 Storey,1331,1998
592900,56 THORNDALE CL SE,"$444,000","$421,900",08/04/2017,Thornburn,Single Family,2 Storey,1912,1997
202469,132 THORNLEIGH CL SE,"$455,000","$433,500",09/19/2017,Thornburn,Single Family,Bilevel,1512,2003
202473,116 THORNLEIGH CL SE,"$485,000","$462,100",09/22/2017,Thornburn,Single Family,2 Storey,2440,2003
716100,1715 THORNBIRD RD SE,"$440,000","$419,200",09/08/2017,Thornburn,Single Family,Bilevel,1227,1999
841067,110 TANNER CL SE,"$620,000","$590,700",09/07/2017,Thornburn,Single Family,2 Storey,2890,2006
478300,74 TIPPING CL SE,"$384,200","$366,000",09/11/2017,Thornburn,Single Family,2 Storey,1621,1993
373774,69 THORNFIELD CL SE,"$420,000","$400,100",09/12/2017,Thornburn,Single Family,2 Storey,2035,2005
807100,1532 THORNBIRD RD SE,"$397,500","$378,100",10/30/2017,Thornburn,Single Family,2 Storey,1589,1999
115100,116 TUCKER RD SE,"$430,500","$411,800",11/21/2017,Thornburn,Single Family,Bilevel,1412,1981
127400,31 TAYLOR WY SE,"$382,000","$365,400",11/10/2017,Thornburn,Single Family,Split Level,1478,1981
202446,1706 THORBURN DR SE,"$419,000","$405,400",12/08/2017,Thornburn,Single Family,2 Storey,1609,2001
591200,74 THORNDALE CL SE,"$438,500","$424,300",12/19/2017,Thornburn,Single Family,2 Storey,1950,1997
752330,34 THORNBIRD RI SE,"$400,000","$385,700",01/17/2018,Thornburn,Single Family,2 Storey,1953,2001
808900,3 THORNBIRD WY SE,"$372,000","$358,700",01/23/2018,Thornburn,Single Family,2 Storey,2001,1998
456400,1107 THORBURN DR SE,"$375,000","$361,600",01/03/2018,Thornburn,Single Family,Bilevel,1159,1996
15500,42 TUCKER RD SE,"$545,000","$530,200",02/12/2018,Thornburn,Single Family,2 Storey,3009,1981
844345,74 THORNFIELD PL SE,"$450,000","$437,800",02/14/2018,Thornburn,Single Family,Bilevel,1280,2007
593700,40 THORNDALE CL SE,"$439,500","$427,600",02/01/2018,Thornburn,Single Family,2 Storey,1862,1997
459300,166 TIPPING CL SE,"$382,500","$372,100",02/27/2018,Thornburn,Single Family,Split Level,1151,1992
591400,72 THORNDALE CL SE,"$429,500","$410,400",03/09/2018,Thornburn,Single Family,2 Storey,1769,1998
740200,19 THORNLEIGH WY SE,"$431,999","$412,800",03/19/2018,Thornburn,Single Family,2 Storey,1599,2000
